instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
XiongParkFirst kriging 20 0 1 4 0.9870 0.0362 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9680 0.8260 0.0129 0.0132 0.003256
XiongParkFirst kriging 20 0 2 4 0.9874 0.0362 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9727 0.8267 0.0124 0.0126 0.003504
XiongParkFirst kriging 20 0 3 4 0.9867 0.0358 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9702 0.8270 0.0126 0.0128 0.008060
XiongParkFirst kriging 20 0 4 4 0.9874 0.0358 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9987 0.9685 0.8287 0.0130 0.0132 0.006618
XiongParkFirst kriging 20 0 5 4 0.9874 0.0358 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9985 0.9700 0.8230 0.0131 0.0133 0.001757
XiongParkFirst kriging 20 0 6 4 0.9872 0.0364 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9992 0.9732 0.8292 0.0124 0.0126 0.003431
XiongParkFirst kriging 20 0 7 4 0.9870 0.0355 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9672 0.8322 0.0129 0.0131 0.009940
XiongParkFirst kriging 20 0 8 4 0.9878 0.0360 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9657 0.8217 0.0133 0.0135 0.003317
XiongParkFirst kriging 20 0 9 4 0.9868 0.0353 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9662 0.8300 0.0133 0.0135 0.002715
XiongParkFirst kriging 20 0 10 4 0.9872 0.0363 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9745 0.8212 0.0127 0.0129 0.009935
XiongParkFirst kriging 20 0 11 4 0.9875 0.0366 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9745 0.8217 0.0123 0.0125 0.005826
XiongParkFirst kriging 20 0 12 4 0.9875 0.0360 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9987 0.9755 0.8272 0.0124 0.0126 0.004878
XiongParkFirst kriging 20 0 13 4 0.9873 0.0357 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9985 0.9660 0.8255 0.0135 0.0137 0.002835
XiongParkFirst kriging 20 0 14 4 0.9877 0.0351 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9675 0.8250 0.0128 0.0130 0.002545
XiongParkFirst kriging 20 0 15 4 0.9876 0.0364 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9987 0.9655 0.8282 0.0134 0.0136 0.002643
XiongParkFirst kriging 20 0 16 4 0.9879 0.0354 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9692 0.8285 0.0132 0.0135 0.003631
XiongParkFirst kriging 20 0 17 4 0.9877 0.0349 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9682 0.8215 0.0128 0.0131 0.003999
XiongParkFirst kriging 20 0 18 4 0.9876 0.0361 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9677 0.8162 0.0135 0.0137 0.007266
XiongParkFirst kriging 20 0 19 4 0.9873 0.0364 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9987 0.9667 0.8257 0.0130 0.0132 0.002288
XiongParkFirst kriging 20 0 20 4 0.9873 0.0363 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9992 0.9715 0.8210 0.0128 0.0130 0.003324
