instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
ToalPaciorek0.80 kriging 10 0 1 2 0.0152 1.8697 0.7445 0.6600 0.5935 0.5335 0.4320 0.3295 0.2310 0.0580 0.0355 0.0135 0.0055 0.2978 0.7317 0.188853
ToalPaciorek0.80 kriging 10 0 2 2 0.0081 1.8983 0.7545 0.6950 0.6200 0.5485 0.4230 0.3370 0.2515 0.0725 0.0460 0.0220 0.0055 0.2987 0.7092 0.224449
ToalPaciorek0.80 kriging 10 0 3 2 0.0044 1.8764 0.7590 0.6770 0.6035 0.5365 0.4370 0.3275 0.2415 0.0595 0.0385 0.0190 0.0080 0.2967 0.7204 0.224145
ToalPaciorek0.80 kriging 10 0 4 2 0.0104 1.8754 0.7465 0.6560 0.6030 0.5345 0.4510 0.3340 0.2385 0.0585 0.0405 0.0235 0.0085 0.2992 0.7296 0.190755
ToalPaciorek0.80 kriging 10 0 5 2 0.0049 1.8743 0.7680 0.6790 0.6190 0.5580 0.4480 0.3465 0.2500 0.0675 0.0525 0.0270 0.0055 0.2990 0.7058 0.252291
ToalPaciorek0.80 kriging 10 0 6 2 0.0054 1.8815 0.7620 0.6665 0.6075 0.5440 0.4400 0.3265 0.2320 0.0575 0.0325 0.0140 0.0055 0.2943 0.7135 0.272147
ToalPaciorek0.80 kriging 10 0 7 2 0.0115 1.8871 0.7780 0.6805 0.6175 0.5335 0.4405 0.3210 0.2410 0.0550 0.0335 0.0170 0.0085 0.2902 0.6979 0.206793
ToalPaciorek0.80 kriging 10 0 8 2 0.0057 1.9104 0.7600 0.6895 0.6315 0.5610 0.4605 0.3455 0.2430 0.0630 0.0390 0.0240 0.0065 0.2964 0.6975 0.247391
ToalPaciorek0.80 kriging 10 0 9 2 0.0074 1.8901 0.7800 0.7020 0.6440 0.5640 0.4415 0.3255 0.2415 0.0600 0.0365 0.0225 0.0060 0.2900 0.6822 0.238103
ToalPaciorek0.80 kriging 10 0 10 2 0.0057 1.8666 0.7595 0.6645 0.6075 0.5415 0.4485 0.3315 0.2390 0.0525 0.0315 0.0145 0.0030 0.2941 0.7146 0.203240
ToalPaciorek0.80 kriging 10 0 11 2 0.0074 1.8637 0.7800 0.6920 0.6165 0.5440 0.4505 0.3425 0.2415 0.0555 0.0345 0.0200 0.0100 0.2937 0.6969 0.356673
ToalPaciorek0.80 kriging 10 0 12 2 0.0108 1.8881 0.7585 0.6740 0.6020 0.5410 0.4300 0.3300 0.2420 0.0605 0.0385 0.0150 0.0070 0.2961 0.7182 0.387455
ToalPaciorek0.80 kriging 10 0 13 2 0.0070 1.8912 0.7430 0.6595 0.5965 0.5315 0.4355 0.3305 0.2285 0.0630 0.0395 0.0190 0.0065 0.3000 0.7323 0.285616
ToalPaciorek0.80 kriging 10 0 14 2 0.0044 1.8733 0.7510 0.6860 0.6140 0.5325 0.4250 0.3015 0.2230 0.0685 0.0350 0.0200 0.0090 0.2943 0.7175 0.265275
ToalPaciorek0.80 kriging 10 0 15 2 0.0091 1.8892 0.7545 0.6720 0.6120 0.5435 0.4545 0.3330 0.2280 0.0620 0.0450 0.0215 0.0060 0.2977 0.7150 0.258471
ToalPaciorek0.80 kriging 10 0 16 2 0.0052 1.8888 0.7710 0.6785 0.6115 0.5475 0.4455 0.3245 0.2270 0.0550 0.0385 0.0225 0.0110 0.2919 0.7022 0.367266
ToalPaciorek0.80 kriging 10 0 17 2 0.0058 1.8874 0.7570 0.6655 0.5965 0.5285 0.4225 0.3165 0.2260 0.0565 0.0380 0.0240 0.0080 0.2946 0.7247 0.174587
ToalPaciorek0.80 kriging 10 0 18 2 0.0062 1.8838 0.7640 0.6845 0.6160 0.5520 0.4495 0.3150 0.2280 0.0610 0.0435 0.0255 0.0090 0.2956 0.7103 0.293520
ToalPaciorek0.80 kriging 10 0 19 2 0.0043 1.8993 0.7485 0.6705 0.6125 0.5485 0.4535 0.3515 0.2465 0.0620 0.0415 0.0210 0.0085 0.2991 0.7132 0.283183
ToalPaciorek0.80 kriging 10 0 20 2 0.0108 1.8635 0.7550 0.6980 0.6260 0.5605 0.4610 0.3415 0.2430 0.0520 0.0335 0.0225 0.0070 0.2930 0.6938 0.374966
