instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
SongToalForretal1.00 kriging 5 0 1 1 0.8953 0.6579 0.7980 0.7800 0.7670 0.7540 0.7410 0.7280 0.7090 0.6830 0.6360 0.5840 0.5340 0.3906 0.5351 0.201351
SongToalForretal1.00 kriging 5 0 2 1 0.8953 0.6575 0.7970 0.7800 0.7660 0.7540 0.7410 0.7280 0.7090 0.6830 0.6340 0.5840 0.5330 0.3907 0.5351 0.192223
SongToalForretal1.00 kriging 5 0 3 1 0.8954 0.6577 0.7970 0.7810 0.7670 0.7540 0.7410 0.7280 0.7100 0.6840 0.6350 0.5850 0.5340 0.3907 0.5353 0.067890
SongToalForretal1.00 kriging 5 0 4 1 0.8953 0.6578 0.7980 0.7810 0.7670 0.7540 0.7420 0.7280 0.7100 0.6830 0.6350 0.5850 0.5350 0.3908 0.5353 0.070807
SongToalForretal1.00 kriging 5 0 5 1 0.8953 0.6580 0.7990 0.7800 0.7660 0.7550 0.7410 0.7270 0.7100 0.6840 0.6360 0.5850 0.5350 0.3907 0.5352 0.205552
SongToalForretal1.00 kriging 5 0 6 1 0.8954 0.6580 0.7970 0.7810 0.7670 0.7550 0.7410 0.7270 0.7090 0.6830 0.6340 0.5850 0.5340 0.3906 0.5351 0.229133
SongToalForretal1.00 kriging 5 0 7 1 0.8953 0.6580 0.7970 0.7810 0.7670 0.7530 0.7410 0.7280 0.7090 0.6830 0.6340 0.5850 0.5350 0.3907 0.5353 0.084897
SongToalForretal1.00 kriging 5 0 8 1 0.8953 0.6580 0.7980 0.7810 0.7670 0.7540 0.7410 0.7280 0.7110 0.6840 0.6340 0.5850 0.5340 0.3907 0.5351 0.103441
SongToalForretal1.00 kriging 5 0 9 1 0.8952 0.6575 0.7980 0.7810 0.7660 0.7540 0.7420 0.7270 0.7090 0.6830 0.6360 0.5850 0.5340 0.3907 0.5353 0.185938
SongToalForretal1.00 kriging 5 0 10 1 0.8954 0.6577 0.7980 0.7810 0.7660 0.7540 0.7410 0.7280 0.7090 0.6840 0.6350 0.5840 0.5340 0.3908 0.5353 0.229249
SongToalForretal1.00 kriging 5 0 11 1 0.8953 0.6574 0.7990 0.7800 0.7670 0.7540 0.7420 0.7280 0.7100 0.6840 0.6350 0.5830 0.5340 0.3907 0.5352 0.189393
SongToalForretal1.00 kriging 5 0 12 1 0.8953 0.6580 0.7970 0.7800 0.7670 0.7540 0.7410 0.7280 0.7090 0.6830 0.6350 0.5840 0.5330 0.3906 0.5351 0.205948
SongToalForretal1.00 kriging 5 0 13 1 0.8953 0.6578 0.7990 0.7800 0.7670 0.7540 0.7410 0.7280 0.7100 0.6830 0.6340 0.5850 0.5350 0.3907 0.5352 0.207746
SongToalForretal1.00 kriging 5 0 14 1 0.8953 0.6578 0.7970 0.7810 0.7670 0.7540 0.7420 0.7270 0.7100 0.6830 0.6350 0.5840 0.5340 0.3907 0.5352 0.203840
SongToalForretal1.00 kriging 5 0 15 1 0.8953 0.6576 0.7990 0.7810 0.7660 0.7540 0.7420 0.7280 0.7090 0.6830 0.6350 0.5840 0.5340 0.3907 0.5352 0.184463
SongToalForretal1.00 kriging 5 0 16 1 0.8953 0.6579 0.7990 0.7810 0.7660 0.7550 0.7430 0.7280 0.7100 0.6840 0.6350 0.5840 0.5350 0.3906 0.5351 0.283760
SongToalForretal1.00 kriging 5 0 17 1 0.8953 0.6579 0.7980 0.7800 0.7670 0.7550 0.7430 0.7280 0.7100 0.6830 0.6350 0.5850 0.5340 0.3907 0.5351 0.111971
SongToalForretal1.00 kriging 5 0 18 1 0.8953 0.6579 0.7990 0.7800 0.7670 0.7530 0.7410 0.7270 0.7110 0.6830 0.6350 0.5850 0.5340 0.3907 0.5352 0.165280
SongToalForretal1.00 kriging 5 0 19 1 0.8953 0.6575 0.7980 0.7800 0.7670 0.7550 0.7430 0.7270 0.7110 0.6830 0.6340 0.5850 0.5330 0.3906 0.5351 0.137540
SongToalForretal1.00 kriging 5 0 20 1 0.8953 0.6575 0.7970 0.7810 0.7670 0.7550 0.7410 0.7270 0.7110 0.6830 0.6350 0.5850 0.5330 0.3907 0.5352 0.136303
