instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
ToalBranin0.10 kriging 10 0 1 2 0.9647 0.1435 1.0000 1.0000 1.0000 1.0000 0.9885 0.9700 0.9470 0.9060 0.7035 0.2845 0.1030 0.0937 0.1038 0.128614
ToalBranin0.10 kriging 10 0 2 2 0.9659 0.1511 1.0000 1.0000 1.0000 1.0000 0.9965 0.9815 0.9590 0.9120 0.6745 0.3065 0.1020 0.0837 0.0925 0.101616
ToalBranin0.10 kriging 10 0 3 2 0.9646 0.1523 1.0000 1.0000 1.0000 1.0000 0.9970 0.9800 0.9590 0.9115 0.6850 0.2535 0.1010 0.0842 0.0930 0.145603
ToalBranin0.10 kriging 10 0 4 2 0.9648 0.1601 1.0000 1.0000 1.0000 1.0000 0.9990 0.9770 0.9535 0.9025 0.7235 0.2615 0.0950 0.0871 0.0962 0.149253
ToalBranin0.10 kriging 10 0 5 2 0.9650 0.1646 1.0000 1.0000 1.0000 1.0000 0.9990 0.9800 0.9565 0.9190 0.7130 0.2430 0.1085 0.0820 0.0904 0.094730
ToalBranin0.10 kriging 10 0 6 2 0.9633 0.1641 1.0000 1.0000 1.0000 1.0000 0.9970 0.9835 0.9580 0.9135 0.6980 0.2670 0.1045 0.0817 0.0902 0.223426
ToalBranin0.10 kriging 10 0 7 2 0.9634 0.1455 1.0000 1.0000 1.0000 1.0000 0.9980 0.9810 0.9610 0.9130 0.6995 0.2455 0.1040 0.0823 0.0909 0.104157
ToalBranin0.10 kriging 10 0 8 2 0.9640 0.1388 1.0000 1.0000 1.0000 1.0000 0.9955 0.9790 0.9570 0.9075 0.6970 0.2795 0.1035 0.0855 0.0945 0.133072
ToalBranin0.10 kriging 10 0 9 2 0.9620 0.1329 1.0000 1.0000 1.0000 1.0000 0.9920 0.9765 0.9540 0.9100 0.7055 0.2520 0.0950 0.0878 0.0972 0.093852
ToalBranin0.10 kriging 10 0 10 2 0.9673 0.1430 1.0000 1.0000 1.0000 1.0000 0.9875 0.9715 0.9505 0.9035 0.6740 0.3570 0.1050 0.0948 0.1050 0.070704
ToalBranin0.10 kriging 10 0 11 2 0.9647 0.1503 1.0000 1.0000 1.0000 1.0000 0.9940 0.9775 0.9540 0.9045 0.6950 0.2590 0.1030 0.0875 0.0969 0.143689
ToalBranin0.10 kriging 10 0 12 2 0.9624 0.1455 1.0000 1.0000 1.0000 1.0000 0.9965 0.9810 0.9490 0.9075 0.6680 0.3300 0.0975 0.0867 0.0959 0.122724
ToalBranin0.10 kriging 10 0 13 2 0.9657 0.1410 1.0000 1.0000 1.0000 1.0000 0.9900 0.9740 0.9465 0.8995 0.6945 0.2855 0.1040 0.0942 0.1044 0.100867
ToalBranin0.10 kriging 10 0 14 2 0.9664 0.1414 1.0000 1.0000 1.0000 1.0000 0.9940 0.9750 0.9525 0.9140 0.6905 0.2745 0.1080 0.0868 0.0960 0.082879
ToalBranin0.10 kriging 10 0 15 2 0.9647 0.1537 1.0000 1.0000 1.0000 1.0000 0.9940 0.9750 0.9530 0.9110 0.6940 0.2460 0.0920 0.0870 0.0962 0.101930
ToalBranin0.10 kriging 10 0 16 2 0.9645 0.1536 1.0000 1.0000 1.0000 1.0000 0.9985 0.9820 0.9545 0.9080 0.6855 0.2680 0.1015 0.0820 0.0906 0.161043
ToalBranin0.10 kriging 10 0 17 2 0.9640 0.1457 1.0000 1.0000 1.0000 1.0000 0.9935 0.9720 0.9490 0.9030 0.6980 0.2660 0.0940 0.0919 0.1019 0.103744
ToalBranin0.10 kriging 10 0 18 2 0.9652 0.1544 1.0000 1.0000 1.0000 1.0000 0.9985 0.9785 0.9530 0.9085 0.6865 0.2825 0.0790 0.0851 0.0940 0.152257
ToalBranin0.10 kriging 10 0 19 2 0.9623 0.1461 1.0000 1.0000 1.0000 1.0000 0.9950 0.9795 0.9560 0.9105 0.6670 0.2760 0.0655 0.0846 0.0938 0.203660
ToalBranin0.10 kriging 10 0 20 2 0.9648 0.1424 1.0000 1.0000 1.0000 1.0000 0.9945 0.9805 0.9595 0.9230 0.7285 0.2975 0.1040 0.0824 0.0907 0.195103
