instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
SongToalBranin0.00 cokriging 8 20 1 2 0.9989 0.0478 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9840 0.0049 0.0049 0.015066
SongToalBranin0.00 cokriging 8 20 2 2 0.9989 0.0503 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9890 0.0045 0.0045 0.013594
SongToalBranin0.00 cokriging 8 20 3 2 0.9989 0.0507 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9910 0.0043 0.0043 0.035467
SongToalBranin0.00 cokriging 8 20 4 2 0.9989 0.0533 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9905 0.0044 0.0044 0.021089
SongToalBranin0.00 cokriging 8 20 5 2 0.9989 0.0548 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9920 0.0043 0.0043 0.037745
SongToalBranin0.00 cokriging 8 20 6 2 0.9989 0.0547 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9890 0.0043 0.0044 0.058200
SongToalBranin0.00 cokriging 8 20 7 2 0.9989 0.0485 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9865 0.0046 0.0046 0.067440
SongToalBranin0.00 cokriging 8 20 8 2 0.9989 0.0462 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9885 0.0045 0.0045 0.032142
SongToalBranin0.00 cokriging 8 20 9 2 0.9988 0.0443 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9880 0.0045 0.0045 0.022489
SongToalBranin0.00 cokriging 8 20 10 2 0.9990 0.0476 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9870 0.0048 0.0048 0.027588
SongToalBranin0.00 cokriging 8 20 11 2 0.9989 0.0501 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9895 0.0046 0.0046 0.021425
SongToalBranin0.00 cokriging 8 20 12 2 0.9988 0.0485 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9880 0.0045 0.0045 0.031285
SongToalBranin0.00 cokriging 8 20 13 2 0.9989 0.0470 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9835 0.0052 0.0052 0.049547
SongToalBranin0.00 cokriging 8 20 14 2 0.9990 0.0471 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9850 0.0048 0.0048 0.018554
SongToalBranin0.00 cokriging 8 20 15 2 0.9989 0.0512 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9880 0.0047 0.0047 0.025882
SongToalBranin0.00 cokriging 8 20 16 2 0.9989 0.0512 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9905 0.0044 0.0045 0.029167
SongToalBranin0.00 cokriging 8 20 17 2 0.9989 0.0485 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9845 0.0050 0.0050 0.022982
SongToalBranin0.00 cokriging 8 20 18 2 0.9989 0.0514 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9880 0.0047 0.0047 0.029069
SongToalBranin0.00 cokriging 8 20 19 2 0.9988 0.0487 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9890 0.0044 0.0044 0.017450
SongToalBranin0.00 cokriging 8 20 20 2 0.9989 0.0474 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9910 0.0042 0.0042 0.045110
