instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 1 5 0.9378 0.0090 0.5126 0.4456 0.4142 0.3898 0.3644 0.3436 0.3196 0.2864 0.2448 0.2072 0.1768 0.4146 1.1019 0.034193
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 2 5 0.9365 0.0113 0.5118 0.4454 0.4104 0.3864 0.3626 0.3408 0.3184 0.2898 0.2520 0.2214 0.1924 0.4178 1.1112 0.038460
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 3 5 0.9365 0.0098 0.5274 0.4516 0.4118 0.3836 0.3586 0.3354 0.3098 0.2860 0.2448 0.2044 0.1722 0.4107 1.0925 0.035287
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 4 5 0.9114 0.0142 0.5126 0.4438 0.4082 0.3800 0.3608 0.3400 0.3146 0.2836 0.2446 0.2046 0.1664 0.4132 1.1091 0.063331
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 5 5 0.9363 0.0098 0.5084 0.4464 0.4088 0.3824 0.3614 0.3414 0.3196 0.2932 0.2558 0.2248 0.1956 0.4186 1.1128 0.030327
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 6 5 0.8894 0.0117 0.4866 0.4244 0.3890 0.3632 0.3430 0.3244 0.2972 0.2686 0.2326 0.1950 0.1556 0.4094 1.1528 0.031857
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 7 5 0.9237 0.0118 0.5384 0.4624 0.4188 0.3838 0.3556 0.3320 0.3070 0.2748 0.2340 0.1990 0.1664 0.4058 1.0803 0.036870
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 8 5 0.9346 0.0097 0.5110 0.4484 0.4086 0.3812 0.3596 0.3360 0.3112 0.2830 0.2426 0.2140 0.1892 0.4134 1.1064 0.029783
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 9 5 0.9328 0.0087 0.5104 0.4454 0.4084 0.3796 0.3556 0.3300 0.3040 0.2772 0.2366 0.2030 0.1722 0.4098 1.1092 0.028260
COCOfunction12-dim5-seed1-dists2-centres9-radius0.15-freq10-amp0.1 kriging 25 0 10 5 0.9204 0.0156 0.5102 0.4488 0.4078 0.3814 0.3586 0.3344 0.3084 0.2824 0.2448 0.2100 0.1810 0.4135 1.1156 0.040883
