instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 1 5 0.9669 0.0259 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9816 0.0628 0.0065 0.0067 0.183513
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 2 5 0.9661 0.0264 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9922 0.0320 0.0055 0.0057 0.166178
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 3 5 0.9638 0.0261 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9656 0.0222 0.0065 0.0067 0.159794
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 4 5 0.9666 0.0259 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9892 0.0436 0.0060 0.0062 0.181587
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 5 5 0.9660 0.0264 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.9890 0.0356 0.0057 0.0059 0.170868
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 6 5 0.9667 0.0240 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9820 0.0382 0.0060 0.0063 0.157147
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 7 5 0.9664 0.0255 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9810 0.0512 0.0064 0.0066 0.156908
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 8 5 0.9660 0.0259 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.9834 0.0398 0.0064 0.0066 0.146806
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 9 5 0.9655 0.0258 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.9696 0.0322 0.0068 0.0070 0.159080
WangRastrigin-d5-error3-phi8000.0 kriging 25 0 10 5 0.9664 0.0256 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9826 0.0224 0.0057 0.0060 0.161530
