instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
SongToalColville0.80 kriging 20 0 1 4 0.9886 0.2389 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9885 0.0044 0.0044 0.099828
SongToalColville0.80 kriging 20 0 2 4 0.9889 0.2183 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9970 0.9852 0.0053 0.0053 0.069988
SongToalColville0.80 kriging 20 0 3 4 0.9891 0.2318 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9985 0.9845 0.0051 0.0051 0.100161
SongToalColville0.80 kriging 20 0 4 4 0.9881 0.2187 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9840 0.0049 0.0050 0.072756
SongToalColville0.80 kriging 20 0 5 4 0.9879 0.2116 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9980 0.9865 0.0049 0.0050 0.073512
SongToalColville0.80 kriging 20 0 6 4 0.9890 0.2239 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9967 0.9797 0.0062 0.0062 0.090431
SongToalColville0.80 kriging 20 0 7 4 0.9887 0.2238 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9992 0.9857 0.0047 0.0047 0.060148
SongToalColville0.80 kriging 20 0 8 4 0.9888 0.2174 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9965 0.9837 0.0058 0.0058 0.104198
SongToalColville0.80 kriging 20 0 9 4 0.9888 0.2201 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9960 0.9832 0.0059 0.0060 0.136331
SongToalColville0.80 kriging 20 0 10 4 0.9888 0.2175 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9982 0.9840 0.0055 0.0055 0.085878
SongToalColville0.80 kriging 20 0 11 4 0.9886 0.2321 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9982 0.9847 0.0053 0.0053 0.056950
SongToalColville0.80 kriging 20 0 12 4 0.9886 0.2353 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9985 0.9870 0.0052 0.0052 0.197902
SongToalColville0.80 kriging 20 0 13 4 0.9890 0.2357 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9960 0.9820 0.0059 0.0060 0.078974
SongToalColville0.80 kriging 20 0 14 4 0.9887 0.2210 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9985 0.9855 0.0048 0.0048 0.075469
SongToalColville0.80 kriging 20 0 15 4 0.9889 0.2201 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9970 0.9817 0.0053 0.0054 0.105569
SongToalColville0.80 kriging 20 0 16 4 0.9889 0.2212 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9977 0.9840 0.0054 0.0054 0.069933
SongToalColville0.80 kriging 20 0 17 4 0.9882 0.2015 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9982 0.9855 0.0049 0.0049 0.063338
SongToalColville0.80 kriging 20 0 18 4 0.9886 0.2170 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9967 0.9837 0.0057 0.0058 0.068688
SongToalColville0.80 kriging 20 0 19 4 0.9889 0.2211 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9997 0.9980 0.9877 0.0052 0.0052 0.056945
SongToalColville0.80 kriging 20 0 20 4 0.9892 0.2134 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9985 0.9865 0.0049 0.0049 0.060731
