instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 1 5 0.0367 0.4014 0.4490 0.3830 0.3496 0.3258 0.3074 0.2852 0.2686 0.2446 0.2104 0.1906 0.1718 0.4023 1.2327 0.116986
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 2 5 0.0353 0.4421 0.4536 0.3786 0.3434 0.3198 0.3006 0.2834 0.2652 0.2434 0.2122 0.1898 0.1742 0.4018 1.2379 0.058487
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 3 5 0.0253 0.4307 0.4522 0.3774 0.3468 0.3214 0.2992 0.2812 0.2654 0.2414 0.2116 0.1904 0.1730 0.4003 1.2324 0.044589
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 4 5 0.0391 0.4261 0.4634 0.3918 0.3532 0.3250 0.3042 0.2830 0.2614 0.2356 0.2040 0.1808 0.1642 0.3974 1.2170 0.053704
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 5 5 0.0330 0.3987 0.4728 0.3978 0.3624 0.3328 0.3080 0.2872 0.2646 0.2446 0.2146 0.1904 0.1716 0.4009 1.2059 0.074698
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 6 5 0.0334 0.4298 0.4718 0.3988 0.3614 0.3326 0.3102 0.2878 0.2638 0.2392 0.2042 0.1820 0.1614 0.3972 1.2006 0.123546
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 7 5 0.0393 0.4261 0.4332 0.3700 0.3364 0.3136 0.2928 0.2738 0.2554 0.2356 0.2094 0.1884 0.1714 0.3999 1.2703 0.102441
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 8 5 0.0338 0.4258 0.4540 0.3820 0.3524 0.3262 0.3054 0.2878 0.2686 0.2436 0.2132 0.1910 0.1722 0.4016 1.2252 0.166492
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 9 5 0.0261 0.4274 0.4688 0.3926 0.3522 0.3276 0.3064 0.2826 0.2622 0.2386 0.2062 0.1832 0.1648 0.3970 1.2054 0.158874
COCOfunction5-dim5-seed1-disth1-height0.75-radius0.25-freq10-amp2 cokriging 20 50 10 5 0.0363 0.4425 0.4578 0.3872 0.3562 0.3338 0.3134 0.2948 0.2738 0.2492 0.2176 0.1944 0.1730 0.4047 1.2162 0.034955
